,Unnamed: 0,file,start_time,end_time,participant,ground_truth,ground_truth_cleaned,Whisper_tiny,ground_truth_translated,Whisper_large_translated,WER,CER,BLEU,WordNet_first,WordNet_all,GloVe,Sent2Vec
10,11407,D0053_A,2293.26,2300.05,53.0,嗯/i然后/p嗯/i特别是现在，我们公司有个股东，他跟他哥哥都有点口吃。,然后特别是现在，我们公司有个股东，他跟他哥哥都有点口吃。,然后特别实现在我们公司有个股东他跟他哥哥都有点口试,"And especially now, our company has a shareholder, he and his brother both have a bit of a stutter.","And especially now, one of our company's shareholders and his brother both have a bit of a speech /E",0.45454545454545453,0.24242424242424243,0.6556227984467775,0.306011076986309,0.23921993482165946,0.9837397933006287,0.019176363945007324
11,3907,D0020_A,862.71,871.07,20.0,我估计他们听的也[也]很难受，所以/p在那种环境上面是压力特别大的。,我估计他们听的也很难受，所以在那种环境上面是压力特别大的。,我故事他們聽的言也很難受所以在那種話語上面是壓力特別大的,"I guess they also find it hard to listen, so the pressure is particularly high in that kind of environment.","I guess they also feel uncomfortable listening, so the pressure is especially high in that kind of environment.",0.2727272727272727,0.24299065420560748,0.6753752072559861,0.2997597741945885,0.29133798268529043,0.9946072697639465,0.007825911045074463
12,8751,D0041_A,50.71,63.67,41.0,啊/i我还有我日常[我日常]，嗯/i我日常的工作内容就是/p，嗯/i接诊各种类型的，嗯/i这种颈肩腰腿痛的病人。,我还有我日常，我日常的工作内容就是，接诊各种类型的，这种颈肩腰腿痛的病人。,我日常的工作内容就是你接着各种内行的最终简单要得痛的定人,"I still have my daily routine, the content of my daily work is, treating patients with various types of, this kind of neck, shoulder, waist, and leg pain.","My daily work content is to treat patients with various types of neck, waist and leg pain.",0.5714285714285714,0.45454545454545453,0.3242904876901489,0.3011774148083056,0.24244015901486507,0.9804502725601196,0.08200913667678833
13,10040,D0047_A,950.53,952.16,47.0,那需要付费吗？,那需要付费吗？,我們終於會找到一個結生這是第一關心的製作材亞裝備黑核燈,Do I need to pay for that?,start retreat Now,1.0,0.8076923076923077,2.3949323699607068e-232,0.34371937974879146,0.2610544255554817,0.6725078821182251,0.06963920593261719
14,14493,D0067_A,2196.62,2203.12,67.0,就[就]算以前会有一些吧我估计他现在嗯/i现在也差不多吧。,就算以前会有一些吧我估计他现在现在也差不多吧。,就算你前也会有一些国估计他现在也差不多了,"Even if there were some before, I guess he's about the same now.","Even if there were some in the past, I guess he's about the same now.",0.17647058823529413,0.15625,0.7909601595885504,0.34418964873510305,0.33060578570521537,0.996550977230072,0.01164478063583374
15,13840,D0064_A,775.76,783.81,64.0,呃/i体[体]悟，我就觉得我现在嗯/i/p没有因为口吃而[而/r]有太多的心理的负担或者是。,体悟，我就觉得我现在没有因为口吃而有太多的心理的负担或者是。,我就覺得我現在沒有因為口氣有太多的心理的負擔或者是,"Comprehend, I feel that I don't have too much psychological burden or so because of stuttering now.","Realization, I feel that I don't have too much psychological burden or because of stuttering now.",0.09523809523809523,0.1414141414141414,0.8939610351541418,0.30410070113188187,0.26331812762029727,0.999533474445343,0.00333404541015625
16,8002,D0038_A,64.41,67.42,38.0,然后/p散步一个小时到三个小时吧。,然后散步一个小时到三个小时吧。,然后上部一个小时到三个小时吧,Then take a walk for one hour to three hours.,Then go up the cloth for an hour to three hours,0.5454545454545454,0.35555555555555557,0.43724109850912707,0.3671924274018894,0.2824252655565671,0.9865167737007141,0.015490353107452393
17,8432,D0039_A,757.6,762.48,39.0,啊，但是我倒也[也]不存在是比较的问题啊，但是[是]如果是。,啊，但是我倒也不存在是比较的问题啊，但是如果是。,但是我都也不存在是比较的问题但是如果是,"Ah, but I don't really have the problem of comparison, but if it is.","But I don't really have a comparative problem, but if it is",0.42105263157894735,0.4117647058823529,0.5737827025499636,0.3074794531077951,0.24952056233974995,0.9884668588638306,0.01860058307647705
18,12499,D0058_A,1050.8,1057.07,58.0,还有就是这个语音[语/r音]识别率上面的问题。,还有就是这个语音识别率上面的问题。,还有就是这个语言诗别率上班的位置,There is also the problem of voice recognition rate on top of this.,There is also the problem with the voice recognition rate,0.5,0.3582089552238806,0.5149766859424137,0.36770821770821766,0.2467936984974061,0.9869668483734131,0.0633125901222229
19,10192,D0048_A,510.68,515.33,48.0,以及去[以及去]餐厅点菜。,以及去餐厅点菜。,這一句 cards,And going to the restaurant to order food.,And ordering food in a restaurant,0.8888888888888888,0.6428571428571429,6.47098319783298e-155,0.29665001665001667,0.22565933007869793,0.8960402607917786,0.02799844741821289
20,11501,D0054_A,156.14,165.82,54.0,就是嗯/i但是当时其实卡的也不是特别[卡的也不是特别]严重，就只是在某一个单词上面出现了一个重复。,就是但是当时其实卡的也不是特别严重，就只是在某一个单词上面出现了一个重复。,就是当时其实卡的也不是特别延续就是在某一个当时上面住了一个重述,"It's just that at the time, the card was not particularly serious, it was just a repetition on a certain word.","But at that time, it wasn't actually stuck too seriously, it just occurred a repetition on a certain word",0.6538461538461539,0.4727272727272727,0.4318113969140205,0.33090893511153446,0.2713043813121876,0.9880599975585938,0.025595664978027344
21,7596,D0036_A,548.65,558.93,36.0,然后那个可能是我跟身边的人去交流过。更深入然后更接近我。内[内]心想法的一个时候。,然后那个可能是我跟身边的人去交流过。更深入然后更接近我。内心想法的一个时候。,然後那個可能是我跟身邊的人去照著過跟山路然後跟接近我那心想法的一個時候,Then that might be the time when I communicated with the people around me. Deeper and then closer to me. A time of inner thoughts.,Then that might be a time when I communicated more deeply with the people around me and got closer to my inner thoughts.,0.39285714285714285,0.3,0.6006077000836411,0.3237948769440111,0.2845540491674845,0.9902358651161194,0.024640321731567383
22,11500,D0054_A,139.42,155.46,54.0,嗯/i[嗯/i]但是就是嗯/i然后一个转折点是在我[是在我]嗯/i初二的时候，就是就突然有一次呃/i就是老师呃/i叫我起来读书的时候，就突然卡壳了一下。,但是就是然后一个转折点是在我初二的时候，就是就突然有一次就是老师叫我起来读书的时候，就突然卡壳了一下。,但是就是然后一部转车点是在我抓的时候就是突然有一次就是浓勢叫我起来多书的时候就突然烤烤了一下,"But then a turning point came when I was in the second year of junior high school, that is, suddenly one time when the teacher asked me to stand up and read, I suddenly got stuck.","But then a turning point was when I was in the second year of junior high school, it was when the teacher suddenly asked me to stand up and read, I suddenly stuttered.",0.25,0.22346368715083798,0.7628487159835001,0.2776718275247217,0.23655972762429203,0.9981992244720459,0.03592020273208618
23,33,D0001_A,562.56,571.41,1.0,嗯/i我不会抓着这点小细节，所以[所以]总体还是可以放心的，对。,我不会抓着这点小细节，所以总体还是可以放心的，对。,"嗯,我不會裝的這點小細節,所以所以,總體還是可以放心的","I won't dwell on these minor details, so overall you can be reassured, right.","Hmm, I won't dwell on these minor details so overall you can still be at ease.",0.3684210526315789,0.3116883116883117,0.6833681470081255,0.30356076728512316,0.30199515501607926,0.9944109916687012,0.01675492525100708
24,6332,D0031_A,852.26,857.87,31.0,啊/i会不定时的开展一些线下的口吃者的一些活动。,会不定时的开展一些线下的口吃者的一些活动。,會不定時的看著一些現象的口吃者的一些活動,Will occasionally hold some offline activities for stutterers.,Occasionally organize some offline activities for people who stutter,0.6666666666666666,0.46774193548387094,0.5043545474510804,0.3217860842860843,0.2612530856220577,0.943285346031189,0.03547769784927368
25,6653,D0032_A,611.88,620.97,32.0,爆破音啊，什么爸爸或者什么什么就是有[有]一个爆破音在/p，就是第一个字的话可能会比较[比较]难发，就是我小的时候。,爆破音啊，什么爸爸或者什么什么就是有一个爆破音在，就是第一个字的话可能会比较难发，就是我小的时候。,包括应该什么爸爸或者什么就是有一个包括应在第一个字的话可能会比较漂亮就是我小的时候,"Plosive sound ah, what daddy or something is just a plosive sound in it, it is the first word that might be more difficult to pronounce, it is when I was young.","Plosives, what is a dad or something, there is a plosive, if it's the first word, it might be a bit difficult to pronounce when I was little.",0.6111111111111112,0.3625,0.4569901408518952,0.2916535004687567,0.25380703402442045,0.9933631420135498,0.03365284204483032
26,13279,D0062_A,1110.81,1123.17,62.0,临场发挥的时候就会显得特别卡顿，然后我就是有的时候特别流畅，一句<overlap>都不会卡，然后<overlap>有的时候就十个字就要卡十/p下，就是那个<overlap>。,临场发挥的时候就会显得特别卡顿，然后我就是有的时候特别流畅，一句<overlap>都不会卡，然后<overlap>有的时候就十个字就要卡十下，就是那个<overlap>。,凌产法会的时候就会显得特别卡顿然后我就说有的时候特别留上你觉得不会卡然后有的时候就使个字叫卡死一下就会内容,"When performing on the spot, it will appear particularly laggy, and then sometimes I am very smooth, a sentence <overlap> will not lag, and then <overlap> sometimes ten words will lag ten times, that is the <overlap>.","When I perform on the spot, it sometimes becomes particularly laggy, and then sometimes I am very smooth, and I don't lag at all. But sometimes, I lag ten times for ten words, which is very tiring.",0.5714285714285714,0.4377880184331797,0.5139735126598074,0.30542813969259835,0.25356678943730576,0.9908626675605774,0.054393112659454346
27,8765,D0041_A,218.16,230.47,41.0,嗯/i在北方主要是这种心脑血管疾病比较多，然后像南方嘛，它因为气候阴冷潮湿，就是关节炎的病人会相嗯/i相[相]对多一些。,在北方主要是这种心脑血管疾病比较多，然后像南方嘛，它因为气候阴冷潮湿，就是关节炎的病人会相相对多一些。,但是北方主要是新脑血管机面比较多像南方马他因为气候英老床之就是关联演的病人会相对多一些,"In the north, there are mainly more cardiovascular and cerebrovascular diseases, and then in the south, because of the cold and damp climate, there are relatively more patients with arthritis.","In the north, this kind of cerebrovascular disease is more common, while in the south, due to the cold, damp climate, there tends to be more patients with arthritis.",0.45714285714285713,0.3697916666666667,0.5275891699858151,0.2879007682942837,0.3208810603341903,0.9913387298583984,0.024025022983551025
28,6703,D0032_A,1071.67,1080.78,32.0,就说跟他交流啊，包括跟他[他]同时在场的时候还有一些其他的同事啊，包括一些交流啊情况下，可能我的状态就更好了，嗯。,就说跟他交流啊，包括跟他同时在场的时候还有一些其他的同事啊，包括一些交流啊情况下，可能我的状态就更好了，嗯。,就是跟他交流啊 包括跟他同事在場的時候還有一些其他的同學啊包括一些交流啊其他的可能我的狀態就更好了,"Just say to communicate with him, including when he is present, there are some other colleagues, including some communication, maybe my condition is better, hmm.","It is communicating with him, including with him and some other colleagues who are present at the same time, and maybe my condition will improve after some communication.",0.7741935483870968,0.5714285714285714,0.4048067560695616,0.312510262572052,0.2707752631673266,0.9927853345870972,0.025009989738464355
29,743,D0004_A,1337.1,1347.19,4.0,她呃/i她的电[电]视剧还[还还还]是漫[漫]威的第[第]一部[第一部]电视剧。,她她的电视剧还是漫威的第一部电视剧。,他的電視劇還賣為了第一步,Her TV show is still Marvel's first TV show.,His TV drama is still Marvel's first TV drama,0.3333333333333333,0.2727272727272727,0.6955862031711643,0.32463012295152394,0.25504610610039397,0.9480229020118713,0.04004389047622681
30,13099,D0061_A,648.26,654.81,61.0,啊/i因为我觉得可能，这段时间，我一个人去走这些个路/p线。,因为我觉得可能，这段时间，我一个人去走这些个路线。,因为我觉得能这段时间我一个人去走这些路线,"Because I think it's possible, during this period of time, I would go these routes alone.",Because I feel that I might go these routes alone during this period,0.7619047619047619,0.651685393258427,0.39682529898830615,0.3820035958193852,0.2729426997464343,0.9737026691436768,0.06250101327896118
31,10002,D0047_A,465.43,478.45,47.0,在一些公众场合发言的时候，我容易，我比较害怕，因为我不想因为自己结巴被人嘲笑，我就非常的有一种局限感觉放不开。,在一些公众场合发言的时候，我容易，我比较害怕，因为我不想因为自己结巴被人嘲笑，我就非常的有一种局限感觉放不开。,在一些公眾場的發言的時候我容易我比較害怕因為我不想因為自己接到邊草像我就非常的於種居然感覺放不開,"When speaking in some public places, I am prone to, I am relatively afraid, because I don't want to be laughed at because of my stutter, I feel very much a sense of limitation and can't let go.","When speaking in some public places, I tend to be more scared because I don't want to be ridiculed because of my own hair extensions, and I feel a kind of passion that I can't let go.",0.425531914893617,0.40414507772020725,0.6061745621552239,0.3169145208737984,0.25406965015921024,0.9923295378684998,0.016027092933654785
32,12514,D0058_A,1216.77,1231.35,58.0,然后我[然后我]希望就是有一个功能是可以就是那种可以自动去掉这种这个一个字与/r一个字之间[之间]的这种停顿。,然后我希望就是有一个功能是可以就是那种可以自动去掉这种这个一个字与一个字之间的这种停顿。,然后我希望有一个功能是可以那就可以制度去掉这种一个字自家的这种体育论,Then what I hope is that there is a function that can automatically remove this kind of pause between each word.,Then I hope there is a function that can automatically remove the pauses between each word,0.36363636363636365,0.22321428571428573,0.5636670768076942,0.32546770456434304,0.25433872470623636,0.9908527135848999,0.029899001121520996
33,13579,D0063_A,886.34,891.22,63.0,然后还有其[其]他的可能是一些，还有[还有]群演什么的。,然后还有其他的可能是一些，还有群演什么的。,然后还要其他的可能是一些还有群眼什么的,"Then there are others, some may even be extras or something like that.","Then there are other possibilities, some of which may include extras and so on.",0.6666666666666666,0.6714285714285714,0.3406959882142654,0.30168548469202044,0.37013974595091037,0.9736425876617432,0.04015457630157471
34,7374,D0035_A,628.16,634.35,35.0,本身这好像是一张纸，突破不了十几年了，没想到我却主动突破。,本身这好像是一张纸，突破不了十几年了，没想到我却主动突破。,北新正好相似一张之突破不了是行了明显到我去主动突破,"It seems like this itself is a piece of paper, it hasn't broken through for more than a decade, I didn't expect that I would take the initiative to break through.","Itself is just like a card that can't break through for more than a decade, but I didn't expect that I would take the initiative to break through",0.39473684210526316,0.2654320987654321,0.6384996943129886,0.2993362152338552,0.2398118176823047,0.9929291605949402,0.06638437509536743
35,9803,D0046_A,510.37,522.1,46.0,呃/i就是，我自己先试试，就是我能我啊/i[啊/i]，就肯定是能独就肯定能独[独]立生[生]活的，我就是想呃/i去[去]体验一下。,就是，我自己先试试，就是我能我，就肯定是能独就肯定能独立生活的，我就是想去体验一下。,就是我自己先试试就是我肯定能读独立生活的我就想去体验一下,"That is, I will try it myself first, that is, if I can, then I am definitely able to live independently. I just want to experience it.","Uh, it's just that I will try it myself first, I can, I am definitely able to read, I am definitely able to live independently, I just want to uh, go and experience it.",0.6363636363636364,0.40298507462686567,0.5759314570491032,0.34151508567165956,0.29013216112822166,0.9931938648223877,0.08982807397842407
36,12955,D0060_A,846.65,848.64,60.0,对对对，是的<overlap>尽量对。,对对对，是的<overlap>尽量对。, complement袋子了,"Yes yes yes, that's right <overlap> try to be right as much as possible.",Yes yes yes know,0.85,0.8194444444444444,0.015682923051216723,0.39399878917621217,0.27529966560768926,0.7770233750343323,0.11827868223190308
37,2761,D0014_A,812.0,813.06,14.0,嗯对。,嗯对。,對,"Yes, correct.","Uh, yes",0.75,0.7692307692307693,7.422680762211792e-155,0.5666666666666667,0.20587615924600916,0.8612513542175293,0.021399855613708496
38,14293,D0067_A,266.98,277.93,67.0,比如说玩儿游戏啊玩儿那[玩儿那]种竞技性的游戏，啊/i比如喊队友的时候，可能有的时候就心里面突然咯噔一下。,比如说玩儿游戏啊玩儿那种竞技性的游戏，比如喊队友的时候，可能有的时候就心里面突然咯噔一下。,比如说把游戏 王大众进进行的游戏比如说很多游的时候可能有的时候就新面突然阁灯一下,"For example, when playing competitive games, like when calling teammates, there might be a sudden thump in your heart sometimes.","For example, when playing games, especially competitive games, sometimes when calling teammates, there might be a sudden jolt in your heart.",0.25,0.3125,0.7494282923079203,0.314997549574538,0.2655463466054709,0.9980264902114868,0.02966088056564331
39,7796,D0037_A,192.72,201.82,37.0,就是那个气候就很差嘛，就是霾[霾霾]那块很差，然后就/p想着就是读这个专业可能。,就是那个气候就很差嘛，就是霾那块很差，然后就想着就是读这个专业可能。,就是那个气候就很差嘛就是买买那块很差我就想要说这个真的可能,"It's just that the climate is very poor, the smog is very bad, and then I think it might be about studying this major.","It's just that the climate is very poor, just burying that piece is very poor, and then just thinking about reading this major might be possible.",0.4827586206896552,0.5084745762711864,0.6031242508751963,0.3102293214277226,0.3378048565906812,0.997098982334137,0.03773319721221924
40,8103,D0038_A,869.22,876.21,38.0,还有气象条件，水文，还有[还有还有]些社会经济状况啊。,还有气象条件，水文，还有些社会经济状况啊。,还有七项条件所以文还有还有些社会经济状况,"There are also meteorological conditions, hydrology, and some socio-economic conditions.","There are also meteorological conditions, hydrology and some socio-economic conditions",0.13333333333333333,0.022727272727272728,0.8416346004872248,0.344550648254352,0.3506350613121461,0.9953888654708862,0.023119688034057617
41,3509,D0018_A,631.74,641.78,18.0,这是你讲话的话一定要讲的呃/i更加精准简明和精准吧<overlap>然后后面的话我就没怎么发语音。,这是你讲话的话一定要讲的更加精准简明和精准吧<overlap>然后后面的话我就没怎么发语音。,就是你讲话的话一定会讲的更加精准 见明和精准吧然后后面的话我就没怎么发余,"You must speak more accurately, concisely, and precisely<overlap> Then I didn't voice much afterwards.","It means that when you speak, you must speak more accurately, concisely and precisely, right? And then, I didn't speak much afterwards.",0.7272727272727273,0.5,0.4264510130651786,0.29577610360981393,0.28525073451354455,0.9840788841247559,0.04637497663497925
42,14441,D0067_A,1642.89,1658.47,67.0,所以说就是嗯就是有什么办法就是真的是能把自己的心理状态[状态]心理情绪状态调整到合适的[合适的]位置吧。,所以说就是嗯就是有什么办法就是真的是能把自己的心理状态心理情绪状态调整到合适的位置吧。,所以说就是就是就是什么大马就是真了是能把自己的心装他状态心情绪状态调整到可是的可是的位置,"So the point is um, are there any ways to really adjust one's mental and emotional state to the right place.",So what it means is that if there is a way to truly adjust one's mental and emotional state to the right place.,0.4,0.24074074074074073,0.5762791137988433,0.28563513599117285,0.2610210579769393,0.9924924373626709,0.025518298149108887
43,8393,D0039_A,429.77,436.24,39.0,然后是就他评价的话，如果是他那个朋友是口[是口]吃度是一分儿的话。,然后是就他评价的话，如果是他那个朋友是口吃度是一分儿的话。,然后是就他屏家的话如果是他那个朋友是口试口试度是一份的话,"Then it's about his evaluation, if his friend has a stuttering degree of one point.","Then, regarding his evaluation, if his friend is a stutter, if his stuttering degree is one point",0.5789473684210527,0.37349397590361444,0.5155078613931329,0.342694719818365,0.23901142003434006,0.9879017472267151,0.1123155951499939
44,14208,D0066_A,1140.53,1150.18,66.0,因为我/b首先我会倾向于会回到家乡，要回到广西，第一个原因是因为我是。,因为我首先我会倾向于会回到家乡，要回到广西，第一个原因是因为我是。,因為我首先我會清香於回到家鄉要回到廣西第一個原因是因為我是,"Because first of all, I would tend to go back to my hometown, I need to return to Guangxi, the first reason is because I am.","Because firstly I would tend to go back home to Guangxi, the first reason is because I am",0.43333333333333335,0.2903225806451613,0.5063387562400461,0.3376246194097806,0.26151148811288916,0.9947028756141663,0.08503025770187378
45,3935,D0020_A,1260.74,1261.5,20.0,嗯。,嗯。,嗯,Hmm.,Hmm,0.5,0.25,6.702145341854094e-232,0.0,0.0,0.0,0.02609032392501831
46,6384,D0031_A,1388.55,1397.93,31.0,呃/p我有使用过，主要是/p那个微信里面的语[语]音条语音条转文字。,呃我有使用过，主要是那个微信里面的语音条语音条转文字。,有使用过主要是微信里面的与英诚与英条状文字,"Well, I have used it, mainly that voice message in WeChat, the voice message is converted into text.","I have used mainly that voice note in WeChat, voice note to text",0.5,0.4,0.38975529018233185,0.3243849564211554,0.26236475882580146,0.9725625514984131,0.07430481910705566
47,4951,D0025_A,1750.49,1763.03,25.0,我们这种城市春天的时候玩的也非常多，就是去那种这个城市的景点，这看看那看看，或者说公园，溜达溜达博物馆转转。,我们这种城市春天的时候玩的也非常多，就是去那种这个城市的景点，这看看那看看，或者说公园，溜达溜达博物馆转转。,我们这种城市春天的时候玩得也非常多就是去那种这个城市的经验这看看那看看或者说公圆就大流打博管赚赚,"We in this kind of city play a lot in spring, that is, to go to the attractions of this city, look here and there, or say, parks, stroll around the museum.","We, in cities like ours, have a lot of fun during the spring. We go to the scenic spots in the city, take a look here and there, or stroll around in parks, wander around museums.",0.6410256410256411,0.5225806451612903,0.44566515725285855,0.27322585849400804,0.26243627994591745,0.9935116767883301,0.07202285528182983
48,10723,D0050_A,1234.49,1241.21,50.0,会比较少用，就是/p嗯/i/p就嗯/i/p。,会比较少用，就是就。,會比較少用 這是嗯 做,"It will be used less, that is it.","Will use less, that is, um, just, uh",1.0,0.6060606060606061,0.3451395513935865,0.3532738095238095,0.32884682053962133,0.9597001075744629,0.03912383317947388
49,13873,D0064_A,1299.29,1304.06,64.0,就[就]还[就就还]没有上班，所以[所以]<overlap>我还没有觉得它有啥不好。,就还没有上班，所以<overlap>我还没有觉得它有啥不好。,就還沒有上單所以我還沒有覺得太有效,"I haven't gone to work yet, so <overlap> I don't think there's anything bad about it.","I haven't started work yet, so I don't feel anything bad about him yet.",0.4230769230769231,0.38823529411764707,0.5415263292069773,0.3155685589255208,0.28017932899313136,0.9938830137252808,0.03841322660446167
50,3954,D0020_A,1527.78,1537.01,20.0,然后/p就是/p，但是因为以前上海的口味是偏甜/r的，后来现在慢慢的。,然后就是，但是因为以前上海的口味是偏甜的，后来现在慢慢的。,然后就是但是因为以前上海的口味是偏偏的后来现在慢慢的,"Then, but because the taste of Shanghai was sweet in the past, it slowly became so now.","Then it is but because the taste of Shanghai was sweet before, but now it is gradually",0.55,0.42528735632183906,0.5642988761837334,0.29093442613131476,0.32287188614429707,0.9902147054672241,0.07416796684265137
51,106,D0001_A,1944.74,1963.347983115236,1.0,对，我经常使/r/b用，嗯，因为我比较懒，然后就总是念出来的，我们之前在学校的时候，那个，在[在]。,对，我经常使用，嗯，因为我比较懒，然后就总是念出来的，我们之前在学校的时候，那个，在。,我经常使用因为我比较冷然后就总是念出来的我们之前在学校的时候那个在,"Yes, I use it often, um, because I'm quite lazy, and then I always read it out loud, when we were in school before, that, uh, in.","Yes, I use it often, because I am relatively lazy, and then I always practice it. When we were in school before, that...in...",0.3684210526315789,0.2868217054263566,0.5798010100359305,0.3297119444500774,0.28316632535733377,0.9892300367355347,0.02097994089126587
52,7158,D0034_A,1044.68,1049.42,34.0,试一试要不然的话，它就比较影响我的那种/p。,试一试要不然的话，它就比较影响我的那种。,是一是要不然看就比较影響我的那种,"Give it a try, otherwise, it will more or less affect that of mine.","Otherwise, he would have more of an impact on me.",0.8235294117647058,0.6119402985074627,2.8424642849466447e-78,0.25204556410293616,0.262038970758661,0.9754434823989868,0.042825937271118164
