,file,start_time,end_time,participant,ground_truth,ground_truth_cleaned
103,l/0001/P0001.txt,3039.63029,3046.169,1,王/r府井/r/b步行街。,王府井步行街。
104,l/0001/P0001.txt,3046.719,3069.359,1,北京燕/r/b莎奥/r/b特/r/b莱斯购/b物中心B座。,北京燕莎奥特莱斯购物中心B座。
105,l/0001/P0001.txt,3072.599,3074.389,1,北/p海公园。,北海公园。
106,l/0001/P0001.txt,3075.889,3083.289,1,三/p里屯太/r/b古里南区。,三里屯太古里南区。
107,l/0001/P0001.txt,3083.899,3087.109,1,颐和园东/r/b门。,颐和园东门。
108,l/0001/P0001.txt,3088.919,3096.729,1,慕[慕/r/b]田谷长/p城。,慕田谷长城。
109,l/0001/P0001.txt,3096.809,3110.259,1,斯/p普瑞/r斯奥/r/b特莱/r/b斯。,斯普瑞斯奥特莱斯。
110,l/0001/P0001.txt,3112.210978,3123.019,1,簋/r/b街老/r/b城老/r/b店。,簋街老城老店。
111,l/0001/P0001.txt,3126.314945,3129.439,1,八大处公/b园。,八大处公园。
112,l/0001/P0001.txt,3131.129,3134.309,1,北京海洋馆/b。,北京海洋馆。
113,l/0001/P0001.txt,3136.297205,3138.799,1,朝/r/b阳门。,朝阳门。
114,l/0001/P0001.txt,3139.139,3147.929,1,新世界百货望/r/b京/p店。,新世界百货望京店。
115,l/0001/P0001.txt,3149.149,3167.429,1,首/p创奥/r特莱/r/b特莱/r/b斯广/r/b场华北旗舰店。,首创奥特莱特莱斯广场华北旗舰店。
116,l/0001/P0001.txt,3169.059,3171.189,1,古簋街。,古簋街。
117,l/0001/P0001.txt,3179.439,3182.329,1,京深海鲜市场。,京深海鲜市场。
118,l/0001/P0001.txt,3184.449,3192.599,1,全聚德烤鸭店王府井店/r/b。,全聚德烤鸭店王府井店。
119,l/0001/P0001.txt,3193.299,3199.779,1,凯德M/b E L L。,凯德M E L L。
120,l/0001/P0001.txt,3200.459,3205.139,1,悠唐生活广场。,悠唐生活广场。
121,l/0001/P0001.txt,3207.569,3216.189,1,奥/r/b林匹/r特匹克森/p林公园。,奥林匹特匹克森林公园。
122,l/0001/P0001.txt,3216.259,3229.809,1,全聚德/r/b[德/r/b]烤/r[烤]鸭店前门店。,全聚德烤鸭店前门店。
123,l/0001/P0001.txt,3232.679,3234.809,1,雁栖湖。,雁栖湖。
124,l/0001/P0001.txt,3239.199,3246.679,1,燕莎奥/r/b特莱斯北京店。,燕莎奥特莱斯北京店。
125,l/0001/P0001.txt,3247.249,3251.379,1,天坛公/r/b园。,天坛公园。
126,l/0001/P0001.txt,3255.109,3258.569,1,潘家园旧货市场。,潘家园旧货市场。
127,l/0001/P0001.txt,3262.799,3266.499,1,百荣世贸商城。,百荣世贸商城。
128,l/0001/P0001.txt,3268.369,3271.469,1,鑫溢宫食府。,鑫溢宫食府。
129,l/0001/P0001.txt,3271.789,3278.829,1,华润/b[润/r]五/r/b彩城。,华润五彩城。
130,l/0001/P0001.txt,3279.269,3283.859,1,迪斯/p科舞歌/b曲。,迪斯科舞歌曲。
131,l/0001/P0001.txt,3285.179,3287.349,1,交响黑金。,交响黑金。
132,l/0001/P0001.txt,3287.449,3289.659,1,速/p度金属。,速度金属。
133,l/0001/P0001.txt,3289.719,3291.959,1,拉丁流行。,拉丁流行。
134,l/0001/P0001.txt,3292.649,3295.319,1,放/p克金属。,放克金属。
135,l/0001/P0001.txt,3295.369,3298.009,1,复兴斯/p卡。,复兴斯卡。
136,l/0001/P0001.txt,3300.309,3301.519,1,低音。,低音。
137,l/0001/P0001.txt,3302.619,3313.749,1,英/r/b式布/r/b鲁斯。,英式布鲁斯。
138,l/0001/P0001.txt,3314.109,3315.369,1,黑潮。,黑潮。
139,l/0001/P0001.txt,3317.689,3318.669,1,女声。,女声。
140,l/0001/P0001.txt,3321.099,3323.749,1,流行朋克。,流行朋克。
141,l/0001/P0001.txt,3326.009,3327.739,1,印第安音乐。,印第安音乐。
142,l/0001/P0001.txt,3328.279,3329.399,1,原声。,原声。
143,l/0001/P0001.txt,3330.709,3333.539,1,基督教说/p唱。,基督教说唱。
144,l/0001/P0001.txt,3334.649,3336.809,1,噪音摇滚。,噪音摇滚。
145,l/0001/P0001.txt,3337.149,3338.949,1,硬核说唱。,硬核说唱。
146,l/0001/P0001.txt,3340.029,3341.139,1,恰恰。,恰恰。
147,l/0001/P0001.txt,3342.619,3345.729,1,迷幻摇滚。,迷幻摇滚。
148,l/0001/P0001.txt,3348.119,3354.009,1,农/r/b村歌/p曲。,农村歌曲。
149,l/0001/P0001.txt,3354.199,3358.759,1,冷/r/p爵士。,冷爵士。
150,l/0001/P0001.txt,3360.239,3362.089,1,复/p古灵歌。,复古灵歌。
151,l/0001/P0001.txt,3362.369,3379.339,1,电/r/b子布/r/b鲁斯。,电子布鲁斯。
152,l/0001/P0001.txt,3380.659,3381.579,1,戏曲。,戏曲。
153,l/0001/P0001.txt,3381.649,3383.559,1,阳光流行。,阳光流行。
154,l/0001/P0001.txt,3384.259,3386.649,1,电影歌曲。,电影歌曲。
155,l/0001/P0001.txt,3387.139,3393.289,1,听一场游/r/b戏一场梦。,听一场游戏一场梦。
156,l/0001/P0001.txt,3393.609,3396.179,1,听月亮惹的祸。,听月亮惹的祸。
157,l/0001/P0001.txt,3396.259,3398.529,1,听好/p久不见。,听好久不见。
158,l/0001/P0001.txt,3398.789,3401.189,1,听男人哭吧不是罪。,听男人哭吧不是罪。
159,l/0001/P0001.txt,3402.419,3406.019,1,听真的爱你。,听真的爱你。
160,l/0001/P0001.txt,3406.499,3409.299,1,听冰雨。,听冰雨。
161,l/0001/P0001.txt,3409.329,3411.569,1,听我愿意。,听我愿意。
162,l/0001/P0001.txt,3411.709,3413.809,1,听流年。,听流年。
163,l/0001/P0001.txt,3414.339,3423.219,1,随/r便来首闯码头D/r/b J版。,随便来首闯码头D J版。
164,l/0001/P0001.txt,3423.539,3425.199,1,听独角戏。,听独角戏。
165,l/0001/P0001.txt,3427.559,3428.689,1,听心雨。,听心雨。
166,l/0001/P0001.txt,3431.009,3438.199,1,放一首歌嗯/ibetterman/b。,放一首歌betterman。
167,l/0001/P0001.txt,3438.719,3441.199,1,听广岛之恋。,听广岛之恋。
168,l/0001/P0001.txt,3441.579,3443.579,1,听一生有你。,听一生有你。
169,l/0001/P0001.txt,3444.269,3447.269,1,听秋意浓。,听秋意浓。
170,l/0001/P0001.txt,3447.379,3450.569,1,听爱/b。,听爱。
171,l/0001/P0001.txt,3451.049,3456.729,1,听/b[听/r]有一点心动。,听有一点心动。
172,l/0001/P0001.txt,3456.869,3459.019,1,听给你们。,听给你们。
173,l/0001/P0001.txt,3459.109,3463.549,1,听夜/r/b夜夜夜。,听夜夜夜夜。
174,l/0001/P0001.txt,3463.799,3466.619,1,听美人吟。,听美人吟。
175,l/0001/P0001.txt,3466.939,3475.609,1,听把/b悲伤留给自己。,听把悲伤留给自己。
176,l/0001/P0001.txt,3475.659,3478.289,1,听花儿为什么这样红。,听花儿为什么这样红。
177,l/0001/P0001.txt,3479.236128,3485.429,1,放/p一首歌阳光总在风雨后。,放一首歌阳光总在风雨后。
178,l/0001/P0001.txt,3485.909,3496.099,1,放/p一首歌陌/r/b生人。,放一首歌陌生人。
179,l/0001/P0001.txt,3496.709,3500.349,1,放一首歌滚滚红尘。,放一首歌滚滚红尘。
180,l/0001/P0001.txt,3500.479,3505.889,1,海兽戏波黄金大盘。,海兽戏波黄金大盘。
181,l/0001/P0001.txt,3506.339,3510.779,1,豪门大/r/b律师。,豪门大律师。
182,l/0001/P0001.txt,3510.839,3512.389,1,何处是我家。,何处是我家。
183,l/0001/P0001.txt,3519.819,3522.769,1,红星照我去战斗。,红星照我去战斗。
184,l/0001/P0001.txt,3525.259,3527.529,1,活佛济公陈浩民版。,活佛济公陈浩民版。
185,l/0001/P0001.txt,3528.569,3530.269,1,行棋无悔。,行棋无悔。
186,l/0001/P0001.txt,3536.789,3538.399,1,行星地球。,行星地球。
187,l/0001/P0001.txt,3539.359,3544.489,1,行走的鸡毛掸/b子。,行走的鸡毛掸子。
188,l/0001/P0001.txt,3547.129,3549.389,1,行走阴阳界。,行走阴阳界。
189,l/0001/P0001.txt,3550.249,3552.059,1,杭州王爷。,杭州王爷。
190,l/0001/P0001.txt,3552.369,3554.729,1,航班几点起飞。,航班几点起飞。
191,l/0001/P0001.txt,3554.859,3557.829,1,豪/p杰春香。,豪杰春香。
192,l/0001/P0001.txt,3557.909,3560.639,1,豪杰春香国语版。,豪杰春香国语版。
193,l/0001/P0001.txt,3560.799,3564.899,1,电视剧风中奇缘。,电视剧风中奇缘。
194,l/0001/P0001.txt,3565.289,3572.949,1,我要看老/r/b男孩。,我要看老男孩。
195,l/0001/P0001.txt,3573.389,3579.419,1,喜羊羊与灰太狼之喜气洋洋过蛇年。,喜羊羊与灰太狼之喜气洋洋过蛇年。
196,l/0001/P0001.txt,3579.559,3585.189,1,婆婆遇上妈之欢喜冤[冤/r]家。,婆婆遇上妈之欢喜冤家。
197,l/0001/P0001.txt,3585.959,3588.949,1,我想看老鼠上灯台。,我想看老鼠上灯台。
198,l/0001/P0001.txt,3588.979,3593.479,1,我想看猪猪侠之变身小英雄。,我想看猪猪侠之变身小英雄。
199,l/0001/P0001.txt,3593.689,3602.419,1,荷兰V S阿/b/r根廷现场直播。,荷兰V S阿根廷现场直播。
200,l/0001/P0001.txt,3605.729,3610.679,1,搜索杀/r/b[杀/p]人回/r忆。,搜索杀人回忆。
201,l/0001/P0001.txt,3615.939,3617.939,1,八卦神/p探。,八卦神探。
202,l/0001/P0001.txt,3618.469,3620.309,1,极速追杀令。,极速追杀令。
203,l/0001/P0001.txt,3621.599,3627.069,1,嗯/i亡/r命天涯。,亡命天涯。
204,l/0001/P0001.txt,3627.649,3634.759,1,我/r想看整垮前男友。,我想看整垮前男友。
205,l/0001/P0001.txt,3635.749,3637.259,1,借刀杀人。,借刀杀人。
206,l/0001/P0001.txt,3638.179,3641.249,1,最佳拍搭/b档。,最佳拍搭档。
207,l/0001/P0001.txt,3641.779,3643.189,1,非诚勿扰。,非诚勿扰。
208,l/0001/P0001.txt,3643.239,3651.119,1,噩/r/b梦。,噩梦。
209,l/0001/P0001.txt,3651.869,3653.699,1,倾城别恋。,倾城别恋。
210,l/0001/P0001.txt,3654.589,3655.919,1,小智慧树。,小智慧树。
211,l/0001/P0001.txt,3656.869,3658.979,1,神偷燕子李三。,神偷燕子李三。
212,l/0001/P0001.txt,3665.059,3670.189,1,电影成烽成烽/p火。,电影成烽成烽火。
213,l/0001/P0001.txt,3674.339,3677.879,1,大战拉斯维加斯。,大战拉斯维加斯。
214,l/0001/P0001.txt,3679.219,3689.509,1,电视剧电视连续剧当婆婆遇/r/b上妈欢喜冤家。,电视剧电视连续剧当婆婆遇上妈欢喜冤家。
215,l/0001/P0001.txt,3689.939,3692.989,1,吉林卫视节目预告。,吉林卫视节目预告。
216,l/0001/P0001.txt,3693.839,3695.999,1,天津卫视节目预告。,天津卫视节目预告。
217,l/0001/P0001.txt,3697.349,3700.279,1,我想看霹雳游侠。,我想看霹雳游侠。
218,l/0001/P0001.txt,3705.229,3708.999,1,懒/r/b羊羊外传。,懒羊羊外传。
219,l/0001/P0001.txt,3709.489,3717.999,1,小花电/r/b视剧。,小花电视剧。
220,l/0001/P0001.txt,3721.419,3728.949,1,猛/r/b兽侠/p第三部。,猛兽侠第三部。
221,l/0001/P0001.txt,3729.469,3731.199,1,看悬疑片。,看悬疑片。
222,l/0001/P0001.txt,3732.389,3741.289,1,风/p餐凤穿牡丹第/b二十六集。,风餐凤穿牡丹第二十六集。
223,l/0001/P0001.txt,3741.659,3743.949,1,十/p面埋伏。,十面埋伏。
224,l/0001/P0001.txt,3744.559,3748.179,1,我/r/b要看古剑奇谭。,我要看古剑奇谭。
225,l/0001/P0001.txt,3749.219,3750.489,1,中国面孔。,中国面孔。
226,l/0001/P0001.txt,3750.659,3751.989,1,勇敢之心。,勇敢之心。
227,l/0001/P0001.txt,3752.319,3753.809,1,西/p游情歌。,西游情歌。
228,l/0001/P0001.txt,3755.999,3757.639,1,要看喜羊羊。,要看喜羊羊。
229,l/0001/P0001.txt,3757.979,3771.499,1,勇敢的心二/b十四，不是，二/b十五季。,勇敢的心二十四，不是，二十五季。
230,l/0001/P0001.txt,3772.429,3780.709,1,你好，米雅，让客/b厅灯关了，灯停了。,你好，米雅，让客厅灯关了，灯停了。
231,l/0001/P0001.txt,3781.879,3787.669,1,你好，米雅，辛/p苦你找这个声音。,你好，米雅，辛苦你找这个声音。
232,l/0001/P0001.txt,3787.699,3794.389,1,你好，米雅，取消刚才的那个起床闹钟。,你好，米雅，取消刚才的那个起床闹钟。
233,l/0001/P0001.txt,3796.639,3806.019,1,你好，米雅，私奔版小宝/b贝儿请播放。,你好，米雅，私奔版小宝贝儿请播放。
234,l/0001/P0001.txt,3806.529,3811.579,1,你好，米雅，这/r/b样子它就好了吗。,你好，米雅，这样子它就好了吗。
235,l/0001/P0001.txt,3812.450398,3820.349,1,你/r/b好，米雅，帮我播/p放猪之歌。,你好，米雅，帮我播放猪之歌。
236,l/0001/P0001.txt,3820.519,3825.379,1,你好，米雅，这首歌循环六遍。,你好，米雅，这首歌循环六遍。
237,l/0001/P0001.txt,3825.910348,3832.819,1,你/r/b好，米雅，第二期是罗辑思维。,你好，米雅，第二期是罗辑思维。
238,l/0001/P0001.txt,3833.719,3838.889,1,你好，米雅，我能叫你那啥吗。,你好，米雅，我能叫你那啥吗。
239,l/0001/P0001.txt,3839.219,3843.609,1,你好，米雅，你反应太迟钝了。,你好，米雅，你反应太迟钝了。
240,l/0001/P0001.txt,3843.909,3850.219,1,你好，米/r/b雅，你有好朋友吗。,你好，米雅，你有好朋友吗。
241,l/0001/P0001.txt,3852.299,3858.069,1,你好，米雅，今天我用上学吗。,你好，米雅，今天我用上学吗。
242,l/0001/P0001.txt,3858.739,3870.279,1,你好，米雅，播腾/r/b讯视频，腾/p讯新/r/p闻。,你好，米雅，播腾讯视频，腾讯新闻。
243,l/0001/P0001.txt,3871.419,3888.679,1,你好，米雅，跟我唱一只梦/r/b骆/r铃，不不，驼铃，梦驼铃。,你好，米雅，跟我唱一只梦骆铃，不不，驼铃，梦驼铃。
244,l/0001/P0001.txt,3888.749,3893.829,1,你好，米雅，那你为什么没有听清呢。,你好，米雅，那你为什么没有听清呢。
245,l/0001/P0001.txt,3893.909,3907.099,1,你好，米雅，背/r/b诵念/r/b奴娇赤壁怀古。,你好，米雅，背诵念奴娇赤壁怀古。
246,l/0001/P0001.txt,3907.379,3913.119,1,你好，米雅，嗯/i来点音乐我要听。,你好，米雅，来点音乐我要听。
247,l/0001/P0001.txt,3913.189,3920.179,1,你好，米雅，搜[搜]索*宋雪莱。,你好，米雅，搜索*宋雪莱。
248,l/0001/P0001.txt,3920.289,3925.299,1,你好，米雅，你给我唱个流行歌曲。,你好，米雅，你给我唱个流行歌曲。
249,l/0001/P0001.txt,3925.629,3929.609,1,你好，米雅，播放爱是你我。,你好，米雅，播放爱是你我。
250,l/0001/P0001.txt,3930.169,3935.989,1,你好，米雅，谁是杨雅童。,你好，米雅，谁是杨雅童。
251,l/0001/P0001.txt,3936.269,3948.269,1,你好，米雅，播/r/b放[播放]我们的旅行。,你好，米雅，播放我们的旅行。
252,l/0001/P0001.txt,3948.519,3956.429,1,你好，米雅，我感觉你就像三/p岁的小孩子一[一/p]样。,你好，米雅，我感觉你就像三岁的小孩子一样。
253,l/0001/P0001.txt,3957.119,3970.839,1,你好，米雅，等/r/b下八点[八/b点]叫我，八点提醒我。,你好，米雅，等下八点叫我，八点提醒我。
254,l/0001/P0001.txt,3971.369,3975.869,1,你好，米雅，这首歌播完之后关机。,你好，米雅，这首歌播完之后关机。
255,l/0001/P0001.txt,3975.979,3985.499,1,你好，米雅，换关牧村的歌/b曲。,你好，米雅，换关牧村的歌曲。
256,l/0001/P0001.txt,3985.579,4001.909,1,你好，米雅，给/r/b我放几首邓/b/r丽君的歌曲。,你好，米雅，给我放几首邓丽君的歌曲。
257,l/0001/P0001.txt,4004.609,4010.609,1,你好，米雅，介绍一下猫的生物特征。,你好，米雅，介绍一下猫的生物特征。
258,l/0001/P0001.txt,4011.899,4015.609,1,你好，米雅，那来一首舞曲吧。,你好，米雅，那来一首舞曲吧。
259,l/0001/P0001.txt,4015.639,4024.239,1,你好，米/r雅，台/r湾离贵/b港有多远。,你好，米雅，台湾离贵港有多远。
260,l/0001/P0001.txt,4024.279,4027.749,1,你好，米雅，衡水一中在哪儿。,你好，米雅，衡水一中在哪儿。
261,l/0001/P0001.txt,4028.359,4033.109,1,你好，米雅，我说了三次你才听懂。,你好，米雅，我说了三次你才听懂。
262,l/0001/P0001.txt,4033.609,4038.119,1,你好，米/r/b雅，诗/p词大会。,你好，米雅，诗词大会。
263,l/0001/P0001.txt,4039.649,4056.499,1,你好，米雅，给我播放海/r底小纵/b/r队英语的[的/b/p]故事。,你好，米雅，给我播放海底小纵队英语的故事。
264,l/0001/P0001.txt,4056.839,4061.649,1,你好，米雅，八点半叫我上班。,你好，米雅，八点半叫我上班。
265,l/0001/P0001.txt,4061.689,4066.089,1,你好，米雅，力气最小的人是谁。,你好，米雅，力气最小的人是谁。
266,l/0001/P0001.txt,4066.149,4075.639,1,你好，米雅，你玩过部/r/b落冲/r/b突吗。,你好，米雅，你玩过部落冲突吗。
267,l/0001/P0001.txt,4075.799,4087.079,1,你好，米雅，说一下巨/r/b蟹座的最近运势。,你好，米雅，说一下巨蟹座的最近运势。
268,l/0001/P0001.txt,4088.259,4093.479,1,你好，米雅，王胜是谁。,你好，米雅，王胜是谁。
269,l/0001/P0001.txt,4093.599,4097.009,1,你好，米雅，最新段子来了。,你好，米雅，最新段子来了。
270,l/0001/P0001.txt,4097.219,4103.409,1,你好，米雅，那个声音调/r/b小一点。,你好，米雅，那个声音调小一点。
271,l/0001/P0001.txt,4103.909,4109.959,1,你好，米雅，放/p一首花/b好月圆。,你好，米雅，放一首花好月圆。
272,l/0001/P0001.txt,4110.039,4119.169,1,你好，米雅，我刚才打/p/b你抱歉非/p常抱歉了。,你好，米雅，我刚才打你抱歉非常抱歉了。
273,l/0001/P0001.txt,4120.859,4126.759,1,你好，米雅，十/p分钟后的提醒。,你好，米雅，十分钟后的提醒。
274,l/0001/P0001.txt,4127.439,4135.609,1,你好，米雅，快闭上你的嘴你嘴巴别说话。,你好，米雅，快闭上你的嘴你嘴巴别说话。
275,l/0001/P0001.txt,4135.779,4138.959,1,你好，米雅，我吓了一跳。,你好，米雅，我吓了一跳。
