,Unnamed: 0,Filename,Start_time,End_time,Wav2vec_cleaned
93,93,D0001_A,659.79,678.77,所以所以可能就会去官人长说什么的那我会从我的工作出发然后就不会主动去跟家长说这一个事情
94,94,D0001_A,798.23,801.79,母教师少汉对
95,95,D0001_A,87.97,94.85,他他大家好过四教马
96,96,D0001_A,126.46,133.89,巴我到现在我兰
97,97,D0001_A,614.1,625.93,这个没有为因我会怕如果说我主动
98,98,D0001_A,1309.52,1322.05,那个痕迹它与太明显了就你感觉像似两部剧的结合它有一部我在意
99,99,D0001_A,1641.4609338223706,1657.97,很爱米尼号的担任女号就不喜欢他后后面了就你
100,100,D0001_A,1179.0430646543136,1207.33,过热为个的情节了虽然不是很惊彩办是主要就是冲着而思小龙他小萨馆的这两个这这一主席
101,101,D0001_A,1016.95,1024.86,小时候重星看看电视剧的那童年的那种
102,102,D0001_A,465.88,471.86,那你家长他们的再
103,103,D0001_A,1753.8,1767.57,男伊号社的男主角是那个一路开挂了就是不许要什么努努力然后就自拿有良来来帮你百拼然后就救
104,104,D0001_A,1288.88,1309.5,阿登而那个嘲雄神探他我开了之后我发现他有模仿轴心此的南部头爵母微容就
105,105,D0001_A,1986.09,1995.17,我设有他演他们演学的我在那里就命了就就将子就
106,106,D0001_A,1147.94,1158.76,现在隔了这么多年了思小龙离他终羽就是又重新出现在
107,107,D0001_A,1447.1889006267434,1460.47,李号就被号拿二号喜欢上了然后就是和兰拿二号就比较的
108,108,D0001_A,840.71,855.57,前西上映的电视剧作没没有去挂住波尔
109,109,D0001_A,142.72,149.5,现在我已经工作了
110,110,D0001_A,687.6513178418804,704.63,正常的他它都会出现的就有时候卡克是是是政长的一也会出现的说以我会
111,111,D0001_A,157.8,169.91,现在塞然工作但是排是会存在口试的问题
112,112,D0001_A,2109.9078060275824,2128.6,明下那个识别的对战过经常给给人家发文字的时候我其实是用那个说出来的
113,113,D0001_A,827.17,839.12,我小时候看的一个一个电视剧因为我比较那个面救然后我最
114,114,D0001_A,1882.94,1883.33,
115,115,D0001_A,1605.860598054163,1633.31,容长的一把其就是一把鉴就是日漫法舰制那的女拿到了他就能够而参那卜林的那种画拿拿了号就就自兄的很强的的目标很那明确然后
116,116,D0001_A,1135.73,1145.93,因为和小时候码号很你喜欢吃小他们的那个乌老院然后现在
117,117,D0001_A,1026.43,1043.84,画面所以所以我可以说从温这部剧就是从经了解一下理面是什么情节音
118,118,D0001_A,171.86,172.6,
119,119,D0002_A,362.53,374.03,这方面是没有的因文前也搜过这些但是感觉好像都不是很很靠谱就是有后来就没没有弄弄过这事
120,120,D0002_A,235.07,249.35,所于我现在心里面也是请挺焦虑就是因为严经今年后半年纪念后后半年论文喜完后开始达遍吗
121,121,D0002_A,328.05,335.54,然后初中开始断断续去的就这种心理心理的那种就比较就很难受了
122,122,D0002_A,652.67,667.55,但是那种用的情况都是就我救我一个圆的时候然后会自言自语或说是开一下他然后就会这干疗这这种一般有人的话我是不会用的
123,123,D0002_A,1417.75,1426.44,并不像我我们天水式之边这这面都没有地铁都没有然后内那边因为因为他那边比较频吗
124,124,D0002_A,1263.28,1276.79,点从小就是干活二啥的都是要望摄上左嘛然后平时呢我就是我和我朋友之间的话没啥设来我我们也会去爬发山专有专友
125,125,D0002_A,338.18,343.05,然后从初中开始特摇号上大学就是最严重的时候了
126,126,D0002_A,228.94,235.03,因为平时开看惠什么的反能就是挺严重的
127,127,D0002_A,762.7,772.11,这种方法不是很好吧因为我一个人在自言自语的时候就是很少会出现这种现现象其实
128,128,D0002_A,1516.79,1527.88,西安的话主要原因是因为离我们这边比较近而且相对而言这西北这边而言西然可能是最好的一个城城市吧
129,129,D0002_A,1078.48,1090.36,然后他自自己的话然后会把这种说话的语语语素然后放得慢一点然后可能最近几年就会便变好了吧
130,130,D0002_A,1594.37,1604.28,想离家进一点嘉进点然后想城市发展稍微好一点嘛然后综合考虑下来那西安就是最好的
131,131,D0002_A,437.04,450.47,坚是月底我们开提达遍的时候当时虽然是线上的就和现现在一样然后我们看的讲一个拼剃码然后那手就很严重
132,132,D0002_A,1572.65,1573.49,圣王哈
133,133,D0002_A,870.66,880.71,只能说是因为我会可本来我也自自己会可以避免一些化马音所以说他们就比要认为他们会认为我是要
134,134,D0002_A,1297.62,1306.11,而天径嘛田径还有点他的那种自然的那种风光我感觉比较少吧
135,135,D0002_A,960.03,970.14,说我我爸爸话她本来也有这种情况但是他他他现在是你就是轻微了
136,136,D0002_A,1338.64,1342.38,所以我对这方面就不太喜欢他吧
137,137,D0002_A,1248.85,1253.91,然后存这三个城市相比较多肯定是天水是最好的了
138,138,D0002_A,1313.56,1326.94,传而被很多国国家过来侵略之后然后修修的那些房房者之类的但是他自格的就内内容办
139,139,D0002_A,1169.07,1173.85,其他的地方长期居住的应该就没有了
140,140,D0002_A,835.82,844.27,他们感觉其实影响没有那么大他们会听听出来我患有这种
141,141,D0002_A,200.9,209.66,然后我口吃的紧力团我印向中行是在七八岁的时候吧然后从那收开始
142,142,D0002_A,1138.65,1149.64,居住过的话现在我我们们家是在甘肃天水市马聊田也是这当日最筑的时间最长的然候
143,143,D0002_A,772.17,781.0,说白了会出现这现象情况一般是与人与人之之之之间聊聊天之类的话
144,144,D0002_A,1542.12,1557.73,饶奇娱的我我不太喜欢去的乡是沿海那边城城市比说市广东那边了或说是江家江浙这这一带我是不太喜欢去的
145,145,D0002_A,472.54,476.98,口口口罩线象也比较多
146,146,D0002_A,970.18,975.75,这现在就是卡格的这种现象就比较少吧
147,147,D0002_A,450.49,459.01,当时即本是其实下演至那个达遍之前我是准准备了的
148,148,D0002_A,745.94,747.12,你你睡了
149,149,D0002_A,503.35,507.06,对去案我印象中还是十一月份吧
150,150,D0002_A,1149.7,1155.37,在甘肃的兰兰州在那住了大概有一年嘛
151,151,D0002_A,694.37,703.66,然我我和他就是小爱同学之间交流的话其实就还好有时候就是
152,152,D0002_A,1230.54,1236.72,然后刚开始特别是刚开始上大学去天津大说那边机忙就没有啥然
153,153,D0002_A,880.75,887.9,沉默的那只么比较喜欢听听别说话但也很少自干聊就这种
154,154,D0002_A,494.01,498.76,那首就是那是我最近最严重的一次完因年是
155,155,D0002_A,1604.35,1612.18,孙就一直想着你以后如果有机会去那边工工作的话就是最好了
156,156,D0002_A,866.64,870.64,对朋友之间聊天的话就还好
157,157,D0002_A,906.55,918.36,我虽然心里面会有很多种想想法但是真正到我嘴边说其实这是很难说上来么
158,158,D0002_A,1213.95,1220.84,主要总天使是因为是在加码然后这边只是朋友娃亲气最度比较多
159,159,D0002_A,670.04,670.73,
160,160,D0002_A,1091.12,1092.46,奏我看是讲的
161,161,D0002_A,540.04,540.7,
162,162,D0002_A,1276.89,1280.32,虽以从小就比较喜欢晒
163,163,D0002_A,1557.82,1561.32,我感觉主要原因还是离家太远了
164,164,D0002_A,580.2,587.01,就是会经量换一些词或者说换种换种方方法吧
165,165,D0002_A,1389.58,1390.98,母对六表
166,166,D0002_A,942.11,943.36,子就长
167,167,D0002_A,1327.0,1338.45,怎么说它那种自然自然的风风光了或说它自生的那种城市的那种搂啊怎么就比较少吧
168,168,D0002_A,989.95,996.78,那但是现在话他好了然后他我我我妈的话现在他没有这个事儿
169,169,D0002_A,1155.6,1168.98,然后其于因为我是一一四年读大学的嘛然后那四年五年吧五五六年大概在天天津
170,170,D0002_A,704.93,716.72,有怎么说的这种重重复现象就比较少吧就是相对交流就还好他识识识别的也是比较好好的
171,171,D0002_A,217.87,228.84,向大学之后因为这是面对周围的人比较多多吗然后内手就会很严很严重然后现代的化毒颜期间也也是
172,172,D0002_A,1370.94,1379.99,我我自己还是比较喜欢那种自然风光表较多一或说是达们国国内就是自体舰的那一种房的觉
173,173,D0002_A,249.39,255.94,那时候就会中为很难受作现在比较比要担忧这个事
174,174,D0002_A,1106.84,1108.83,对差不多这一词
175,175,D0002_A,1006.53,1015.25,然后尽量让自己课克服一下这然后其他的其实也没没怎么详细了
176,176,D0002_A,1048.19,1054.08,他其实没有完完权样个好但是他只能说是比以前轻微得多了
177,177,D0002_A,1452.15,1463.75,这是你比说是买一些东东西会说是你休一些什么的话都是很方方便的这方面还是挺好的
178,178,D0002_A,531.21,538.61,而我视学的是光学工程从事的就是搞那些激光器方面的
179,179,D0002_A,1649.58,1650.79,应对的
180,180,D0002_A,607.3,608.0,
181,181,D0002_A,1528.11,1535.04,然后成都这边的话因为这两年成都发展比较好吗
182,182,D0002_A,196.03,200.5,然后本人那是甘肃制这边的人然后
183,183,D0002_A,976.16,989.4,她就现在今年今年五十二的她她在三四史的时三岁十所说那说四十多岁吧内受是我影象中他也她也挺挺严重的
184,184,D0002_A,1188.41,1191.28,桑城中那就潜水吧
185,185,D0002_A,459.03,470.88,但是量就是真正整正要讲的时候就很难受就很很多自己想讲的都没讲然后
186,186,D0002_A,803.58,804.08,对
187,187,D0002_A,1402.34,1417.19,然后它的城建设都比较好了比说是像地铁这种就是狠地地铁的化键走哪都会很放方方便吗
188,188,D0002_A,1054.19,1068.97,她我感觉就最近行的他他自改说话就是放得比较慢而且他也是不断地去和别人聊聊天吗然后
189,189,D0002_A,209.73,216.46,然后最严严重的时候可能就是大学之后吧
190,190,D0002_A,517.54,522.93,对奥对长内是十二十二月份十二月初十二月五号还七号来的武号
191,191,D0002_A,827.35,831.81,怎我我朋友点偶尔会说吗
192,192,D0002_A,996.81,1006.51,然后我爸妈话他们都对我的就射的话就是偶尔也也会提着事他们就会说让我经常说话慢一点
193,193,D0002_A,477.1,487.71,而后来开提档案便之后老神问问题的时候我也是虽然他们问的那些基本他我都多会吧
194,194,D0002_A,781.08,790.7,会出来但是自言自女的时候就比较少了所我感觉让我自敢慢慢练的话他的作用不是特别大
195,195,D0002_A,639.24,652.5,这种的话我自己有用我却受手机上有有吗就是小爱小爱童同学那哥我是偶尔会用
196,196,D0002_A,1236.76,1248.73,就是我很不喜习惯这种就是周围一个城市中没山就是特别平内容就不太喜喜欢吗
197,197,D0002_A,716.79,727.75,但是如果如果有人在的话我要和他聊但是我就会重复一些字那时候他就很难很难很难听懂我在说什么
198,198,D0002_A,844.32,851.8,但是他在他们中我感觉到就还好心如我想说的话他们也都明白意思
199,199,D0002_A,1361.42,1370.02,短我感觉就是只是建筑话就是他国外内容只是那种建筑的话没意思感觉
200,200,D0002_A,309.11,327.41,这种焦虑的感觉的话万觉是从初中吧书中那手就是有影影响了应该是然后七八岁的时小学那时候就还好虽然说有但是就想没有那么大
201,201,D0002_A,1186.31,1187.79,这三个成市有吗
202,202,D0002_A,1221.18,1230.46,而且就是还有一个点就我从小因为生活在比较偏远嘛然后周围都是山爱
203,203,D0002_A,1582.65,1583.5,母
204,204,D0002_A,1426.58,1437.9,天径那边表要平要他的那个路瓦行的都比较很好走比较宽很好总然后向天水式这边的话就陆就不太不太好了
205,205,D0002_A,1584.16,1594.09,因有我们我们西北这边就是就我我的同同学和朋友之间衔闲聊的话我们都是友一个倾向是
206,206,D0002_A,755.96,761.7,这个我没试过没说我感觉这种
207,207,D0002_A,898.32,906.43,但其是很熟悉的朋友之间我有时候也会刻意去避免这些事
208,208,D0002_A,918.38,926.27,马说说上了然后我我就会尽量就不会去去说这个事脑就没过瓦了像的一时
209,209,D0002_A,487.78,493.32,但是我只能讲了一两个点很多很多都是没发说
210,210,D0002_A,181.89,184.8,那好了那我就先简单说什吧
211,211,D0002_A,545.8,550.4,但我不是太田吧不在田了天津工业大学对工业
212,212,D0002_A,1306.17,1313.52,因为他偏里属于一个就是以前都是殖名的内种就是被很多
213,213,D0002_A,571.06,579.59,对我一般是会绕凯塔或者说是会回避她就不会去正面的说是挺平的的然物
214,214,D0002_A,685.38,694.33,确实说实话在自言自语的时候要自样自的时候的卡壳这种情况会比较少
215,215,D0002_A,1535.06,1542.08,而且总说我有一些朋友他也在那表和我就比较喜欢比较想去内感
216,216,D0002_A,1070.73,1078.45,但这我认为就是他她自管和别人聊聊的次数比较多
217,217,D0002_A,421.24,436.03,总说最最近一一次很严重时候应该就是去年去年阳那收企月榜大概十一月份左右吧十月底好像
218,218,D0002_A,1397.96,1402.29,好的地方当然有了就是田径类尝试比较大么
219,219,D0002_A,1507.95,1516.73,使我一直想去西安或者说是成都吧这两个地方而最最想去的
220,220,D0002_A,386.25,389.48,使的施麻就是自己慢慢调整
221,221,D0002_A,185.07,195.95,而我现当是在毒演是在添天径那边现在是
222,222,D0002_A,1491.01,1492.22,你对的
223,223,D0002_A,1439.0,1452.11,然后还有还有好的地方的话天必竟是一个直辖翅码然后城市上确实挺那个挺繁繁滑的
224,224,D0003_A,1551.93,1556.76,虽然我们都是就是不可控的就是我们自己就控制不了我们的
225,225,D0003_A,1651.53,1662.98,对我完全赞同我我说我说多次开头的我都要盾上好及那我感觉那种停顿会会让人心与特别难受不知道为什么
226,226,D0003_A,5.55,6.99,公业精神你好
227,227,D0003_A,1854.38,1860.16,我就很生气我料自己手再点一次再跟他输入指令这只后
228,228,D0003_A,1214.55,1217.06,等她走到一边去的时候
229,229,D0003_A,1180.43,1188.32,对然后从从我父母圣探还有就觉得他们都体育服的娃然后
230,230,D0003_A,1162.54,1167.87,没有人能帮我然后还还是要特别努力学习
231,231,D0003_A,837.69,843.6,然后我我家人是我外婆那边我外婆他的亲弟弟
232,232,D0003_A,536.78,539.69,因为这些都是小孩子我其着觉得
233,233,D0003_A,108.61,114.62,我最予口吃的问题就是好像有的少候也会建意给人说
234,234,D0003_A,1311.63,1317.97,我我的天才女友还有较深刻的就赎
235,235,D0003_A,1231.06,1239.77,但是我却不敢去帮助他也不敢不敢说也不敢不敢直接地去对抗一些大人
236,236,D0003_A,1354.14,1360.01,然后他们是不授控制会发出抽动和教声吗
237,237,D0003_A,522.98,523.85,二
238,238,D0003_A,439.45,448.75,可能要用一些词甲带过去就显得废话很多然后我是不太喜欢跟跟同事这种交流的我喜欢上更
239,239,D0003_A,1035.32,1041.38,本以后你也可以选择这个专业然后做出一点贡献
240,240,D0003_A,310.99,318.14,首先就觉得这不是什么大问题你可以解决我在私下里也会只会谈论你一两次
241,241,D0003_A,1943.52,1953.5,公龚先神所我觉得很很奇怪的一点是我觉得我现在语音的流畅性
242,242,D0003_A,83.15,86.73,跟他们说我的问题他们也跟我
243,243,D0003_A,829.27,837.63,过我家里认为我爸个神话特别快我妈以及特别报躁就是喊之受换的那种
244,244,D0003_A,1263.59,1265.42,母氏等
245,245,D0003_A,2034.0,2039.41,正常人他不管在紧张怎么样他们都是能控制自己的发音器官
246,246,D0003_A,1428.45,1431.32,奥弟队就往努侧出台
247,247,D0003_A,1546.36,1551.58,然后他他他的话就能够直接就是好像是可以发泄出来
248,248,D0003_A,650.05,656.18,面是我妈妈请的一个声乐老师王声虐老师还叫我唱歌唱了歌之后
249,249,D0003_A,1779.16,1784.43,打字给她补上我觉得他跟我的心径该是一样的然后
250,250,D0003_A,546.67,551.99,并用平常这种说得快的一个感觉来跟他们对话
251,251,D0003_A,732.46,742.78,不对劲了因为我姐决他们说得很快吗这很轻讲我遇到一些词就不要要多赢下就是总是比他慢半拍的感觉
252,252,D0003_A,1102.47,1107.35,然后唯没有办法将口吃这个告诉他们随我就
253,253,D0003_A,1188.34,1193.02,整个家族里的人除了处了我妹妹跟我其他人的思想
254,254,D0003_A,480.59,488.83,小孩子书画的方式我我也会观看一下然后从他们那里学习一下一些亲友的发音
255,255,D0003_A,1335.36,1340.84,叫我第一年是那个男主觉得他很劣智因为他
256,256,D0003_A,1348.68,1353.99,女欧美女明星一样的镇像做毕利埃里士它也是有这个镇
257,257,D0003_A,1512.82,1519.58,装者其反应向是一些手部动作脸部动作还有身体会发冷汗会焦虑
258,258,D0003_A,1132.93,1148.13,然后就是去年讲的把物我有大胆三册我说我说妈妈到跟你的女儿跟你的但女相处这么较难的你不知道你的大女士友与障的门你没有听出来么还是说
259,259,D0003_A,659.32,667.0,大家好什么的就是介绍自己然后的老师给我准备了一些内种的词
260,260,D0003_A,1678.49,1684.75,对是长子的我还要扮写一些头部的手不的动作能给他发出来
261,261,D0003_A,1527.04,1533.38,我我觉得我我这个就治相对于他的来讲还是
262,262,D0003_A,1488.72,1492.78,所以我在经历男方音的时候我真是很挣扎因为
263,263,D0003_A,1318.38,1323.61,就是有很多好电影我在空閒的手候都会看一下
264,264,D0003_A,150.77,154.9,这个我其实之前试过就是事过那么
265,265,D0003_A,257.31,259.96,感觉他们就是偶
266,266,D0003_A,978.59,980.6,母登氏
267,267,D0003_A,3.02,3.68,号
268,268,D0003_A,1478.09,1487.58,我这种是女性的口持者因为平常我会尽量说得特别流虑让别人觉得我是一个流畅性特别高的人
269,269,D0003_A,478.48,480.11,跟小孩子交流
270,270,D0003_A,1123.74,1128.9,党物的等身体会特别焦虑把会有期驱体化症状
271,271,D0003_A,1218.13,1226.19,大家就开始笑然后就是索他我就觉得争很尊重人我也不敢说什么
272,272,D0003_A,1300.99,1311.12,战过那阁叫我第一名叫我第一名还有
273,273,D0003_A,1156.8397094319478,1162.37,包括再在师贩毒的内四年都特别痛苦就是
274,274,D0003_A,114.87,120.93,后不是很勇敢也不敢把这个口吃的事情说出来
275,275,D0003_A,299.09,300.76,一两次晚
276,276,D0003_A,1849.1,1854.33,因为我会卡一下吗然后还没懂我反应完他就直接已经跳没了
277,277,D0003_A,490.35,495.82,算是互相学习把所我比较喜欢跟小孩子交流也喜欢上课的环籍
278,278,D0003_A,1742.88,1750.02,我做一个事情我会叫飞瑞来帮我忙然后我会以此来锻炼自己来脱米
279,279,D0003_A,2049.4,2064.79,宫进上我不断地参加互助会跟访谈一方面就是给我的妹妹树立榜样我我也希望他以后就是也为我们这个群体做出一些贡献然后另外一个方面
280,280,D0003_A,1096.06,1102.33,然后我就以然我当时是音为口诗产生的抑密根焦虑确实有这个了
281,281,D0003_A,1440.18,1443.74,我好喜欢一种励智的电影层
282,282,D0003_A,1006.96,1011.78,及氏网段无窝利进士队
283,283,D0003_A,712.51,717.7,搬运工认么的就有些词开始卡我那时候是觉得自己
284,284,D0003_A,1953.7,1967.84,会发生变化因我星期到星期我我的南发音是特别少的可能是我平常会刻意脱米训练与然后会跟我妹妹对画吧我会暴露然后就
285,285,D0003_A,553.32,553.83,
286,286,D0003_A,216.45,218.01,所以我也不知道怎么么
287,287,D0003_A,621.32,623.73,他现在也会有难方应的现象
288,288,D0003_A,510.82,516.78,尽量不要出现难反应出进的话我会逃避用些
289,289,D0003_A,519.17,521.08,对她加上
290,290,D0003_A,29.91,39.27,女性领导者他们也是口吃一个是教导主任一个是蔡校长副校长然后他们
